word,source_grade_hint,normalized_band,source_list,rank,count,academic,pos,notes,preferred_band,beginner_score,intermediate_score,advanced_score,source_tags,source_files
cotton,4,k-5th grade,beginner_k_to_5,982,,false,n,tier2_fry_filtered+fry_rank_982+grade4_week2_item10,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
couch,9,9-12,advanced_9_to_12,3230,742,false,v,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,2.526,10.801,30.013,advanced_seed,advanced_9_to_12.csv
couches,2,k-5th grade,beginner_k_to_5,325,,false,n,elementary_fill+grade2+grade2_week21_item5,beginner,29.0,7.0,2.0,beginner_seed,beginner_k_to_5.csv
cougar,5,k-5th grade,beginner_k_to_5,323,,false,n,elementary_fill+grade5+grade5_week17_item3,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
cough,2,k-5th grade,beginner_k_to_5,362,,false,n,elementary_fill+grade2+grade2_week23_item10,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
could,1,k-5th grade,beginner_k_to_5,17,,false,v,tier1_dolch+dolch_grade1+fry_overlap+grade1_week20_item3,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
couldn't,4,k-5th grade,beginner_k_to_5,699,,false,v,tier2_fry_filtered+fry_rank_699+grade4_week1_item5,beginner,29.0,7.5,2.7,beginner_seed,beginner_k_to_5.csv
council,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,95,60,false,n,elementary_fill+grade4+grade4_week5_item15 | tier1_ngsl_general+ngsl_rank_1422+bridge_from_beginner_grade_4+grade_estimate_6,intermediate,20.107,20.476,7.292,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
counsel,8,6-8,intermediate_6_to_8,2407,27,false,n,tier1_ngsl_general+ngsl_rank_2407+grade_estimate_8,intermediate,3.941,29.255,9.098,intermediate_seed,intermediate_6_to_8.csv
count,2,k-5th grade,beginner_k_to_5,672,,false,v,tier2_fry_filtered+fry_rank_672+grade2_week7_item10,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
countenance,11,9-12,advanced_9_to_12,7215,358,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.54,9.053,32.396,advanced_seed,advanced_9_to_12.csv
counter,8,6-8,intermediate_6_to_8,2412,27,false,n,tier1_ngsl_general+ngsl_rank_2412+grade_estimate_8,intermediate,3.941,29.255,9.098,intermediate_seed,intermediate_6_to_8.csv
counteract,11,9-12,advanced_9_to_12,7216,358,false,v,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.54,8.553,29.496,advanced_seed,advanced_9_to_12.csv
counterbalance,11,9-12,advanced_9_to_12,8195,169,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.352,8.802,32.177,advanced_seed,advanced_9_to_12.csv
counterfeit,11,9-12,advanced_9_to_12,7217,194,false,v,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.386,8.348,30.817,advanced_seed,advanced_9_to_12.csv
counterpart,9,9-12,advanced_9_to_12,3231,1689,false,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,1.938,11.084,32.461,advanced_seed,advanced_9_to_12.csv
counterpoint,12,9-12,advanced_9_to_12,9196,127,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.282,8.209,30.696,advanced_seed,advanced_9_to_12.csv
countess,11,9-12,advanced_9_to_12,7218,503,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.626,8.668,29.597,advanced_seed,advanced_9_to_12.csv
country,2,k-5th grade,beginner_k_to_5,208,,false,n,tier2_fry_filtered+fry_rank_208+grade2_week3_item12,beginner,29.0,7.0,2.0,beginner_seed,beginner_k_to_5.csv
county,7,6-8,intermediate_6_to_8,1736,44,false,n,tier1_ngsl_general+ngsl_rank_1736+grade_estimate_7,intermediate,4.839,29.886,9.213,intermediate_seed,intermediate_6_to_8.csv
coup,9,9-12,advanced_9_to_12,3232,1906,false,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,3.769,10.626,30.298,advanced_seed,advanced_9_to_12.csv
coupe,11,9-12,advanced_9_to_12,8196,146,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.116,8.254,28.535,advanced_seed,advanced_9_to_12.csv
couple,6,6-8,intermediate_6_to_8,514,191,false,n,tier1_ngsl_general+ngsl_rank_514+grade_estimate_6,intermediate,9.182,29.343,7.612,intermediate_seed,intermediate_6_to_8.csv
coupon,10,9-12,advanced_9_to_12,5213,812,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,2.549,10.832,30.04,advanced_seed,advanced_9_to_12.csv
courage,4,k-5th grade,beginner_k_to_5,326,,false,n,elementary_fill+grade4+grade4_week17_item6,beginner,29.0,7.0,2.0,beginner_seed,beginner_k_to_5.csv
courier,11,9-12,advanced_9_to_12,7219,405,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.571,8.094,28.833,advanced_seed,advanced_9_to_12.csv
course,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,164,575,false,n,tier2_fry_filtered+fry_rank_428+grade4_week13_item8 | tier1_ngsl_general+ngsl_rank_164+bridge_from_beginner_grade_4+grade_estimate_6,intermediate,21.46,21.714,7.937,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
coursed,12,9-12,advanced_9_to_12,9197,110,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.248,7.663,28.455,advanced_seed,advanced_9_to_12.csv
court,6,6-8,intermediate_6_to_8,615,156,false,n,tier1_ngsl_general+ngsl_rank_615+grade_estimate_6,intermediate,9.132,29.276,7.554,intermediate_seed,intermediate_6_to_8.csv
courteous,11,9-12,advanced_9_to_12,7220,405,false,adj,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.571,9.094,30.933,advanced_seed,advanced_9_to_12.csv
courtesy,9,9-12,advanced_9_to_12,3233,1116,false,n,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,1.831,10.941,30.836,advanced_seed,advanced_9_to_12.csv
courtier,12,9-12,advanced_9_to_12,9198,258,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.457,8.443,29.4,advanced_seed,advanced_9_to_12.csv
courtship,11,9-12,advanced_9_to_12,7221,275,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.473,8.964,30.818,advanced_seed,advanced_9_to_12.csv
courtyard,9,9-12,advanced_9_to_12,4194,912,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,1.779,10.872,30.775,advanced_seed,advanced_9_to_12.csv
cousin,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,523,28,false,n,elementary_fill+grade4+grade4_week27_item3 | tier1_ngsl_general+ngsl_rank_2361+bridge_from_beginner_grade_4+grade_estimate_6,intermediate,20.748,20.764,7.106,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
cove,10,9-12,advanced_9_to_12,6195,328,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,3.317,8.023,28.77,advanced_seed,advanced_9_to_12.csv
covenant,9,9-12,advanced_9_to_12,4195,1645,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,1.931,11.075,30.953,advanced_seed,advanced_9_to_12.csv
cover,6,6-8,intermediate_6_to_8,424,236,false,v,tier1_ngsl_general+ngsl_rank_424+grade_estimate_6,intermediate,9.235,29.413,7.674,intermediate_seed,intermediate_6_to_8.csv
coverage,7,6-8,intermediate_6_to_8,2074,34,false,n,tier1_ngsl_general+ngsl_rank_2074+grade_estimate_7,intermediate,3.986,29.815,9.85,intermediate_seed,intermediate_6_to_8.csv
covered,4,k-5th grade,beginner_k_to_5,355,,false,v,tier2_fry_filtered+fry_rank_355+grade4_week6_item5,beginner,29.0,7.0,2.0,beginner_seed,beginner_k_to_5.csv
covert,10,9-12,advanced_9_to_12,5214,500,false,adj,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,2.425,10.666,29.895,advanced_seed,advanced_9_to_12.csv
covet,10,9-12,advanced_9_to_12,6196,326,false,v,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,2.316,8.521,28.768,advanced_seed,advanced_9_to_12.csv
cow,1,k-5th grade,beginner_k_to_5,265,,false,n,elementary_fill+grade1+grade1_week34_item1,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
coward,5,k-5th grade,beginner_k_to_5,142,,false,n,elementary_fill+grade5+grade5_week8_item2,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
cowardice,12,9-12,advanced_9_to_12,9199,141,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.307,8.243,29.225,advanced_seed,advanced_9_to_12.csv
cowboy,3,k-5th grade,beginner_k_to_5,394,,false,n,elementary_fill+grade3+grade3_week25_item10,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
cower,11,9-12,advanced_9_to_12,8197,165,false,v,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.146,8.294,28.57,advanced_seed,advanced_9_to_12.csv
coworker,11,9-12,advanced_9_to_12,7222,32,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,0.974,7.799,28.836,advanced_seed,advanced_9_to_12.csv
cows,2,k-5th grade,beginner_k_to_5,991,,false,n,tier2_fry_filtered+fry_rank_991+grade2_week34_item11,beginner,30.8,7.0,2.0,beginner_seed,beginner_k_to_5.csv
coy,11,9-12,advanced_9_to_12,8198,281,false,adj,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,3.278,7.971,28.725,advanced_seed,advanced_9_to_12.csv
coyote,11,9-12,advanced_9_to_12,8199,52,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.875,7.934,28.255,advanced_seed,advanced_9_to_12.csv
crab,9,9-12,advanced_9_to_12,4197,585,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,3.465,10.22,29.942,advanced_seed,advanced_9_to_12.csv
crack,7,6-8,intermediate_6_to_8,2068,34,false,n,tier1_ngsl_general+ngsl_rank_2068+grade_estimate_7,intermediate,4.786,29.815,9.15,intermediate_seed,intermediate_6_to_8.csv
cracker,10,9-12,advanced_9_to_12,5215,364,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,1.544,10.058,29.801,advanced_seed,advanced_9_to_12.csv
crackle,10,9-12,advanced_9_to_12,5216,448,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,1.597,10.129,29.863,advanced_seed,advanced_9_to_12.csv
cradle,9,9-12,advanced_9_to_12,4198,681,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,2.504,10.772,29.988,advanced_seed,advanced_9_to_12.csv
craft,2,k-5th grade,beginner_k_to_5,424,,false,n,elementary_fill+grade2+grade2_week27_item8,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
crafty,12,9-12,advanced_9_to_12,9200,192,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.183,8.344,28.614,advanced_seed,advanced_9_to_12.csv
crag,10,9-12,advanced_9_to_12,6198,745,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,3.527,8.302,29.015,advanced_seed,advanced_9_to_12.csv
cram,10,9-12,advanced_9_to_12,5217,654,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,3.493,10.258,29.976,advanced_seed,advanced_9_to_12.csv
cramp,9,9-12,advanced_9_to_12,4199,725,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,2.52,10.793,30.006,advanced_seed,advanced_9_to_12.csv
cranberry,11,9-12,advanced_9_to_12,8200,120,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.268,8.191,29.18,advanced_seed,advanced_9_to_12.csv
crane,9,9-12,advanced_9_to_12,4200,970,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,2.595,10.893,30.094,advanced_seed,advanced_9_to_12.csv
crank,10,9-12,advanced_9_to_12,6199,234,false,v,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,2.232,8.41,28.671,advanced_seed,advanced_9_to_12.csv
crash,3;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,137,39,false,n,elementary_fill+grade3+grade3_week9_item9 | tier1_ngsl_general+ngsl_rank_1867+bridge_from_beginner_grade_3+grade_estimate_6,intermediate,20.814,20.852,7.183,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
crass,12,9-12,advanced_9_to_12,9201,130,false,adj,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,2.088,8.217,28.502,advanced_seed,advanced_9_to_12.csv
crate,10,9-12,advanced_9_to_12,5218,469,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,2.408,11.144,31.276,advanced_seed,advanced_9_to_12.csv
crater,10,9-12,advanced_9_to_12,5219,518,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,2.434,10.678,29.906,advanced_seed,advanced_9_to_12.csv
crave,10,9-12,advanced_9_to_12,5220,473,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,2.41,10.647,29.879,advanced_seed,advanced_9_to_12.csv
crawl,3,k-5th grade,beginner_k_to_5,214,,false,n,elementary_fill+grade3+grade3_week14_item6,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
crayon,11,9-12,advanced_9_to_12,8201,159,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.137,8.282,28.56,advanced_seed,advanced_9_to_12.csv
craze,10,9-12,advanced_9_to_12,6200,354,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,2.337,8.549,28.793,advanced_seed,advanced_9_to_12.csv
crazy,8,6-8,intermediate_6_to_8,2276,30,false,n,tier1_ngsl_general+ngsl_rank_2276+grade_estimate_8,intermediate,4.761,29.782,9.121,intermediate_seed,intermediate_6_to_8.csv
creak,10,9-12,advanced_9_to_12,5221,552,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,2.45,10.7,29.925,advanced_seed,advanced_9_to_12.csv
cream,8,6-8,intermediate_6_to_8,2388,27,false,n,tier1_ngsl_general+ngsl_rank_2388+grade_estimate_8,intermediate,4.741,29.755,9.098,intermediate_seed,intermediate_6_to_8.csv
crease,10,9-12,advanced_9_to_12,5222,487,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,2.418,10.657,29.887,advanced_seed,advanced_9_to_12.csv
create,5;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,386,258,false,n,tier2_fry_filtered+fry_rank_969+grade5_week31_item9 | tier1_ngsl_general+ngsl_rank_386+bridge_from_beginner_grade_5+grade_estimate_6,intermediate,21.257,21.943,9.1,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
creation,7,6-8,intermediate_6_to_8,1929,38,false,n,tier1_ngsl_general+ngsl_rank_1929+grade_estimate_7,intermediate,4.009,30.345,11.277,intermediate_seed,intermediate_6_to_8.csv
creative,8,6-8,intermediate_6_to_8,2209,31,false,adj,tier1_ngsl_general+ngsl_rank_2209+grade_estimate_8,intermediate,3.968,30.29,11.229,intermediate_seed,intermediate_6_to_8.csv
creature,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,173,24,false,n,elementary_fill+grade4+grade4_week9_item13 | tier1_ngsl_general+ngsl_rank_2526+bridge_from_beginner_grade_4+grade_estimate_6,intermediate,19.919,20.725,7.772,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
credence,11,9-12,advanced_9_to_12,8202,177,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.363,8.817,30.69,advanced_seed,advanced_9_to_12.csv
credentials,10,9-12,advanced_9_to_12,5223,378,false,n,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,1.553,10.571,32.012,advanced_seed,advanced_9_to_12.csv
credibility,8,6-8,intermediate_6_to_8,814,10,true,n,tier2_nawl_academic+nawl_rank_814+grade_estimate_8,intermediate,5.781,30.041,14.511,intermediate_seed,intermediate_6_to_8.csv
credible,9,9-12,advanced_9_to_12,3234,1485,false,adj,tier3_bnc_coca+bnc_coca_band_4k+grade_estimate_9+general_or_nonacademic,advanced,1.905,11.04,30.922,advanced_seed,advanced_9_to_12.csv
credit,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,312,100,false,n,elementary_fill+grade4+grade4_week16_item12 | tier1_ngsl_general+ngsl_rank_944+bridge_from_beginner_grade_4+grade_estimate_6,intermediate,21.025,21.133,7.429,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
creed,10,9-12,advanced_9_to_12,6201,545,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,2.447,8.695,28.921,advanced_seed,advanced_9_to_12.csv
creek,9,9-12,advanced_9_to_12,4201,309,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,2.302,10.503,29.753,advanced_seed,advanced_9_to_12.csv
cremate,11,9-12,advanced_9_to_12,7223,398,false,v,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,1.566,8.589,30.227,advanced_seed,advanced_9_to_12.csv
creole,10,9-12,advanced_9_to_12,6202,660,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,2.496,8.761,28.978,advanced_seed,advanced_9_to_12.csv
crescendo,12,9-12,advanced_9_to_12,9202,139,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.304,8.239,29.221,advanced_seed,advanced_9_to_12.csv
crescent,10,9-12,advanced_9_to_12,6203,589,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.666,8.722,29.644,advanced_seed,advanced_9_to_12.csv
crest,9,9-12,advanced_9_to_12,4202,852,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,2.561,10.848,30.055,advanced_seed,advanced_9_to_12.csv
crevice,11,9-12,advanced_9_to_12,8203,165,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.346,7.794,28.57,advanced_seed,advanced_9_to_12.csv
crew,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,616,33,false,n,elementary_fill+grade4+grade4_week31_item16 | tier1_ngsl_general+ngsl_rank_2095+bridge_from_beginner_grade_4+grade_estimate_6,beginner,21.78,20.307,7.143,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
crib,11,9-12,advanced_9_to_12,8204,92,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,3.005,7.607,28.406,advanced_seed,advanced_9_to_12.csv
cricket,9,9-12,advanced_9_to_12,4203,3952,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,2.159,10.878,30.519,advanced_seed,advanced_9_to_12.csv
crickets,12,9-12,advanced_9_to_12,9203,74,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.155,8.039,29.047,advanced_seed,advanced_9_to_12.csv
cried,3,k-5th grade,beginner_k_to_5,382,,false,v,tier2_fry_filtered+fry_rank_382+grade3_week6_item1,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
crime,6,6-8,intermediate_6_to_8,1128,79,false,n,tier1_ngsl_general+ngsl_rank_1128+grade_estimate_6,intermediate,4.97,30.06,9.365,intermediate_seed,intermediate_6_to_8.csv
criminal,7,6-8,intermediate_6_to_8,1724,45,false,adj,tier1_ngsl_general+ngsl_rank_1724+grade_estimate_7,intermediate,4.044,29.892,9.918,intermediate_seed,intermediate_6_to_8.csv
criminology,11,9-12,advanced_9_to_12,7224,353,true,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+academic_suffix,advanced,-0.464,10.048,36.392,advanced_seed,advanced_9_to_12.csv
crimson,10,9-12,advanced_9_to_12,6204,403,false,n,tier3_bnc_coca+bnc_coca_band_7k+grade_estimate_10+general_or_nonacademic,advanced,1.57,8.093,28.831,advanced_seed,advanced_9_to_12.csv
cringe,11,9-12,advanced_9_to_12,7225,201,false,n,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,2.195,8.359,28.627,advanced_seed,advanced_9_to_12.csv
crinkle,11,9-12,advanced_9_to_12,8205,186,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.375,7.834,28.605,advanced_seed,advanced_9_to_12.csv
cripple,9,9-12,advanced_9_to_12,4204,781,false,n,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,1.739,10.319,30.029,advanced_seed,advanced_9_to_12.csv
crisis,7,6-8,intermediate_6_to_8,1302,67,false,n,tier1_ngsl_general+ngsl_rank_1302+grade_estimate_7,intermediate,4.932,30.009,9.321,intermediate_seed,intermediate_6_to_8.csv
criteria,8,6-8,intermediate_6_to_8,824,9,true,n,tier2_ngsl_nawl_overlap+ngsl_rank_1953+nawl_rank_824+grade_estimate_8,intermediate,5.767,29.523,11.595,intermediate_seed,intermediate_6_to_8.csv
critic,7,6-8,intermediate_6_to_8,1778,42,false,adj,tier1_ngsl_general+ngsl_rank_1778+grade_estimate_7,intermediate,4.83,29.873,9.201,intermediate_seed,intermediate_6_to_8.csv
critical,7,6-8,intermediate_6_to_8,1285,67,false,adj,tier1_ngsl_general+ngsl_rank_1285+grade_estimate_7,intermediate,4.132,30.009,10.021,intermediate_seed,intermediate_6_to_8.csv
critically,8,6-8,intermediate_6_to_8,729,15,true,adv,tier2_nawl_academic+nawl_rank_729+grade_estimate_8,intermediate,5.839,29.618,11.679,intermediate_seed,intermediate_6_to_8.csv
criticism,7,6-8,intermediate_6_to_8,1956,37,false,n,tier1_ngsl_general+ngsl_rank_1956+grade_estimate_7,intermediate,4.003,30.338,11.27,intermediate_seed,intermediate_6_to_8.csv
criticize,5;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,172,29,false,n,elementary_fill+grade5+grade5_week9_item12 | tier1_ngsl_general+ngsl_rank_2296+bridge_from_beginner_grade_5+grade_estimate_6,intermediate,19.955,21.273,9.214,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
critique,7,6-8,intermediate_6_to_8,320,46,true,n,tier2_nawl_academic+nawl_rank_320+grade_estimate_7,intermediate,6.049,29.899,11.924,intermediate_seed,intermediate_6_to_8.csv
croak,11,9-12,advanced_9_to_12,7226,299,false,v,tier3_bnc_coca+bnc_coca_band_8k+grade_estimate_11+general_or_nonacademic,advanced,2.294,8.492,28.743,advanced_seed,advanced_9_to_12.csv
crocodile,4,k-5th grade,beginner_k_to_5,303,,false,n,elementary_fill+grade4+grade4_week16_item3,beginner,29.0,7.5,2.7,beginner_seed,beginner_k_to_5.csv
crony,11,9-12,advanced_9_to_12,8206,129,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.086,8.214,28.5,advanced_seed,advanced_9_to_12.csv
crook,9,9-12,advanced_9_to_12,4205,869,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,2.566,10.855,30.061,advanced_seed,advanced_9_to_12.csv
crooked,4,k-5th grade,beginner_k_to_5,632,,false,v,elementary_fill+grade4+grade4_week32_item12,beginner,29.0,7.0,2.0,beginner_seed,beginner_k_to_5.csv
croon,11,9-12,advanced_9_to_12,8207,137,false,v,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,2.1,8.234,28.517,advanced_seed,advanced_9_to_12.csv
crop,7,6-8,intermediate_6_to_8,1986,36,false,n,tier1_ngsl_general+ngsl_rank_1986+grade_estimate_7,intermediate,5.798,29.33,9.164,intermediate_seed,intermediate_6_to_8.csv
crops,5,k-5th grade,beginner_k_to_5,805,,false,n,tier2_fry_filtered+fry_rank_805+grade_estimated_from_fry_rank,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
cross,3,k-5th grade,beginner_k_to_5,601,,false,n,tier2_fry_filtered+fry_rank_601+grade3_week12_item2,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
crossword,11,9-12,advanced_9_to_12,8208,249,false,n,tier3_bnc_coca+bnc_coca_band_9k+grade_estimate_11+general_or_nonacademic,advanced,1.448,8.431,29.389,advanced_seed,advanced_9_to_12.csv
crotch,12,9-12,advanced_9_to_12,9204,84,false,n,tier3_bnc_coca+bnc_coca_band_10k+grade_estimate_12+general_or_nonacademic,advanced,1.984,8.079,28.381,advanced_seed,advanced_9_to_12.csv
crouch,9,9-12,advanced_9_to_12,4206,1012,false,v,tier3_bnc_coca+bnc_coca_band_5k+grade_estimate_9+general_or_nonacademic,advanced,2.606,10.908,30.107,advanced_seed,advanced_9_to_12.csv
crow,10,9-12,advanced_9_to_12,5224,648,false,v,tier3_bnc_coca+bnc_coca_band_6k+grade_estimate_10+general_or_nonacademic,advanced,3.491,10.255,29.973,advanced_seed,advanced_9_to_12.csv
crowd,4;6,6-8;k-5th grade,beginner_k_to_5;intermediate_6_to_8,831,74,false,n,tier2_fry_filtered+fry_rank_831+grade4_week2_item6 | tier1_ngsl_general+ngsl_rank_1187+bridge_from_beginner_grade_4+grade_estimate_6,intermediate,20.955,21.039,7.347,beginner_seed;intermediate_seed,beginner_k_to_5.csv;intermediate_6_to_8.csv
crown,3,k-5th grade,beginner_k_to_5,198,,false,n,elementary_fill+grade3+grade3_week13_item6,beginner,29.8,7.5,2.0,beginner_seed,beginner_k_to_5.csv
